processed,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
today began daily dozen top want discovered start written prayer one worksheet frankly feel quite impressed kind idea come work way,0,0,0,0,0,0,1,0
woke four morning feeling dazed exhausted,0,0,0,0,0,0,1,0
know willpower stronger behaviour weekend need focus joy health great food brought give could really wanted indulge indulged great stuff know not would feel amazing,0,0,0,0,0,0,1,0
stood minute trying figure feeling so strange hit like ton brick pregt,0,0,0,0,0,0,1,0
watched inuyasha feel impressed really ninja past,0,0,0,0,0,0,1,0
said feeling dazed,0,0,0,0,0,0,1,0
feel like moaned lot post so probably surprised actually pretty fun night,0,0,0,0,0,0,1,0
idea mine completely different anything write so feeling everyone surprised,0,0,0,0,0,0,1,0
feel completely amazed beauty humanity moment feel like not handle,0,0,0,0,0,0,1,0
feel curious ask,0,0,0,0,0,0,1,0
still feel little dazed,0,0,0,0,0,0,1,0
lay eye closed thought made feel strange twang pleasure pain,0,0,0,0,0,0,1,0
feel completely stunned even type like,0,0,0,0,0,0,1,0
feel like guy casablanca shocked shocked gambling going rick caf,0,0,0,0,0,0,1,0
feel overwhelmed stressed pressured inside something magical happens take shoe go walk park beach,0,0,0,0,0,0,1,0
feel dazed just reading coverage,0,0,0,0,0,0,1,0
feel weird whenever happens posted href http webtickling,0,0,0,0,0,0,1,0
often feel amazed relationship blessed,0,0,0,0,0,0,1,0
started feel really strange urge push made little scared,0,0,0,0,0,0,1,0
not feel strange effects no more,0,0,0,0,0,0,1,0
feel amazed baby cream cover impurity without looking overdone,0,0,0,0,0,0,1,0
feel like grow face real world funny term first years life un real debate another post seems come too soon not ready,0,0,0,0,0,0,1,0
feeling very curious reader,0,0,0,0,0,0,1,0
going feel weird home family country,0,0,0,0,0,0,1,0
got work feeling shocked yet excited,0,0,0,0,0,0,1,0
still feel funny things least headache gone begin feel,0,0,0,0,0,0,1,0
just stand look stuka feeling momentarily stunned,0,0,0,0,0,0,1,0
feel like amazing ball sunshine intense rain side,0,0,0,0,0,0,1,0
not know feel so curious,0,0,0,0,0,0,1,0
feel like people think attention others just shocked move aside,0,0,0,0,0,0,1,0
feeling overwhelmed trying write,0,0,0,0,0,0,1,0
know know going emerge long bus train ride feeling dazed exhausted lost not going feel like searching very cheapest accommodation navigating unfamiliar street find back alley hostel,0,0,0,0,0,0,1,0
just feel shocked class post count link href http aratikadav,0,0,0,0,0,0,1,0
repeat hate feeling impressed,0,0,0,0,0,0,1,0
feeling weird lately stuff,0,0,0,0,0,0,1,0
also feel surprised moment grief pop little things,0,0,0,0,0,0,1,0
try just feel judged eye see weird vain bastard think so much,0,0,0,0,0,0,1,0
feeling little weird officially late fun weekend celebrating friend family,0,0,0,0,0,0,1,0
read book feel like travelling journey sometimes amazed sometimes cry sometimes laugh sometimes yearn written sometimes remember friend family deceased realise so much,0,0,0,0,0,0,1,0
feeling curious line personality,0,0,0,0,0,0,1,0
feel curious too girl held arm,0,0,0,0,0,0,1,0
feel shocked tuesday,0,0,0,0,0,0,1,0
help feeling profoundly shocked,0,0,0,0,0,0,1,0
feeling so not surprised betrayed,0,0,0,0,0,0,1,0
used really make hair feel amazing afterwards,0,0,0,0,0,0,1,0
feeling going eliminated not very surprised grateful,0,0,0,0,0,0,1,0
feel need impressed something find useful,0,0,0,0,0,0,1,0
know next time lose fish not feel shocked know not hold friend feel like beginning death conversation make feel lot le wiggy mere thought,0,0,0,0,0,0,1,0
feeling surprised organic growth development coming month,0,0,0,0,0,0,1,0
feel curious intimidated instance,0,0,0,0,0,0,1,0
left feeling rather stunned,0,0,0,0,0,0,1,0
feeling would not impressed ever saw theatrical version too,0,0,0,0,0,0,1,0
also feeling curious need watch beach bodyguard pretty woman back back,0,0,0,0,0,0,1,0
feeling curious kind happening occur guy,0,0,0,0,0,0,1,0
feel kind stunned sitting gouverneur public library,0,0,0,0,0,0,1,0
feel god amazing forwarding life,0,0,0,0,0,0,1,0
feel overwhelmed so much amazed so many people given support,0,0,0,0,0,0,1,0
talk make someone else feel le strange le broken,0,0,0,0,0,0,1,0
always feel funny going show small herd tend bring more half animal,0,0,0,0,0,0,1,0
stuck started feeling really amazing,0,0,0,0,0,0,1,0
thought would show time favorite dress call sexy lady dress feel amazing whenever wear,0,0,0,0,0,0,1,0
feel curious impatient eager confused,0,0,0,0,0,0,1,0
feel incredibly strange,0,0,0,0,0,0,1,0
remember feeling shocked yeah ok bit superior years ago family reunion,0,0,0,0,0,0,1,0
truly gift feel quite impressed upon steward well not just toy way honor god more fully life,0,0,0,0,0,0,1,0
feel impressed,0,0,0,0,0,0,1,0
feeling very love amazing daughter smoke amp bone fandom right browsing href http smoke bone,0,0,0,0,0,0,1,0
feel surprised sometimes,0,0,0,0,0,0,1,0
feeling overwhelmed stressed suffocated walking away one give strength sustece instead moping complaining getting angry,0,0,0,0,0,0,1,0
developed almost legal guardian like relationship caring protect supporting man make feel amazing,0,0,0,0,0,0,1,0
feel so impressed share happy feeling anybody listen,0,0,0,0,0,0,1,0
guess feeling little overwhelmed right everything faced,0,0,0,0,0,0,1,0
help feel impressed quality special effects,0,0,0,0,0,0,1,0
ride small wave back land sit feeling dazed utterly alive,0,0,0,0,0,0,1,0
feel curious knitting process,0,0,0,0,0,0,1,0
feeling little weird awkward okay meant not extreme like discomfort feeling anything just saying general day,0,0,0,0,0,0,1,0
get scared feel weird,0,0,0,0,0,0,1,0
forgot awesome runner high feel amazing,0,0,0,0,0,0,1,0
woke went back reality feeling dazed,0,0,0,0,0,0,1,0
could think feel amazed much href http ww,0,0,0,0,0,0,1,0
feel hitting student shocked coworkers humor attitude acceptable seems fairly prevalent korea,0,0,0,0,0,0,1,0
feel so curious,0,0,0,0,0,0,1,0
feel like inside one thing want know so funny bout peace love amp understanding,0,0,0,0,0,0,1,0
feel like part curious incident dog night time whereby christopher hears name called written mother handwriting see lined notebook sheet garlanded loosely kerned love tear u apart linebreak ian curtis,0,0,0,0,0,0,1,0
feel funny looking degree today,0,0,0,0,0,0,1,0
feel almost stunned moment,0,0,0,0,0,0,1,0
would feel weird wearing white so dyed navy blue,0,0,0,0,0,0,1,0
praying feel curious disconnect like bother praying way beyond control anyway,0,0,0,0,0,0,1,0
love although struggle things feeling amazing people life remind loved,0,0,0,0,0,0,1,0
remember feeling shocked somewhat embarrassed adf unity rite consecrated so much,0,0,0,0,0,0,1,0
feel really strange self conscious fact use space share honest thoughts state life thus far well href http ww,0,0,0,0,0,0,1,0
feel quite strange someone get inspired act decision seen happening,0,0,0,0,0,0,1,0
get day writing feeling pressure funny get laugh story share blog love monday one,0,0,0,0,0,0,1,0
ended getting home bit late feeling bit shocked unsure feel first thing said mum just saw someone get hit car,0,0,0,0,0,0,1,0
feel weird though joining quiz bee feel little old kind things,0,0,0,0,0,0,1,0
learn lot also feel surprised really creative,0,0,0,0,0,0,1,0
feel amazed happened last night maisi,0,0,0,0,0,0,1,0
read two books march tbr stack kind book fall headfirst feel dazed hour later come air,0,0,0,0,0,0,1,0
still feeling little dazed dog bite something garridan also complained he feeling,0,0,0,0,0,0,1,0
got feeling fell love weird barely knew,0,0,0,0,0,0,1,0
usually blog feeling way actually curious see put words,0,0,0,0,0,0,1,0
feel so amazing so proud so far,0,0,0,0,0,0,1,0
feel really impressed prohormone,0,0,0,0,0,0,1,0
wish would hurry repair bloody thing so lying bed night feeling curious time temperature just lift head look window well putting glasses,0,0,0,0,0,0,1,0
feel overwhelmed close eye effort hold back tear,0,0,0,0,0,0,1,0
felt like making brioche different kind bread make even kneading feel kind weird,0,0,0,0,0,0,1,0
not crush just not interact guy general feel so weird,0,0,0,0,0,0,1,0
not feel overwhelmed rushed,0,0,0,0,0,0,1,0
feel little bit shocked amount waste create work,0,0,0,0,0,0,1,0
fun weekend feeling stunned already monday,0,0,0,0,0,0,1,0
not feeling very funny lately so guess disappoint level,0,0,0,0,0,0,1,0
remember feeling so overwhelmed love acceptance everytime would begin sing knew strength real,0,0,0,0,0,0,1,0
not really think today soon leaving uk oo so feeling little stunned,0,0,0,0,0,0,1,0
feel look weird straight hair growing so quickly lately not complaining,0,0,0,0,0,0,1,0
feel funny always giving oh hubby blue wanted so badly work,0,0,0,0,0,0,1,0
just feeling so overwhelmed not really anyone talk,0,0,0,0,0,0,1,0
capable ooh feel amazing,0,0,0,0,0,0,1,0
feel quite amazed single day people find things personally feel very passioned worthwhile read,0,0,0,0,0,0,1,0
feeling lot le overwhelmed since,0,0,0,0,0,0,1,0
unplug feel amazing,0,0,0,0,0,0,1,0
feel action ludicrous amount fine not fit crime,0,0,0,0,0,0,1,0
discovered made wife feel lovedi shocked,0,0,0,0,0,0,1,0
still feel weird today not medical sense things not usually sense,0,0,0,0,0,0,1,0
feel like funny forgetting diabetes related mishap awarded hour sleep last night,0,0,0,0,0,0,1,0
still anything close need feel amazing finally something heavenly father forgiveness help make huge change,0,0,0,0,0,0,1,0
kick foot get feeling get hit funny bone,0,0,0,0,0,0,1,0
feel girlfriend browsing computer funny amp laughing loud picture breakbrunch minute ago discuss http breakbrunch,0,0,0,0,0,0,1,0
get aggravated running late school want change pants feel funny begs week take chuck e,0,0,0,0,0,0,1,0
remembered physical sensation like smoke taste feel shocked more anything never smoked,0,0,0,0,0,0,1,0
feeling little stunned overwhelmed just listened experienced,0,0,0,0,0,0,1,0
feel amazed care way another person,0,0,0,0,0,0,1,0
feel like co holder information weird group mine,0,0,0,0,0,0,1,0
understand dump extra citrate pump back bloodstream so end feeling weird tingling sensation not imagine anyone finding pleasant,0,0,0,0,0,0,1,0
not feeling very impressed whatsoever,0,0,0,0,0,0,1,0
like remembered elizabeth bennet married mr darcy not feel strange,0,0,0,0,0,0,1,0
more attack since started feel funny day,0,0,0,0,0,0,1,0
drove home feeling amazed sligthly giddy almost killed pet avoided nick time becoming sort superhero mind like fraction second,0,0,0,0,0,0,1,0
feel so enthralled case not noticed,0,0,0,0,0,0,1,0
feel surprised little fear seeing unusual movement province not know go home said adding not dare approach base fear accused spying,0,0,0,0,0,0,1,0
know feel amazed afraid anything could happen,0,0,0,0,0,0,1,0
start worry people find weird not like so feel strange around misinterpret everything not wanting around,0,0,0,0,0,0,1,0
feel hugely impressed lord write believing speak many,0,0,0,0,0,0,1,0
not expect feel so overwhelmed day,0,0,0,0,0,0,1,0
began feel curious tried percieve beneath pride,0,0,0,0,0,0,1,0
heard smartphone very first time feel extremely surprised thrilling,0,0,0,0,0,0,1,0
say feel amazed,0,0,0,0,0,0,1,0
feeling bit dazed sort like someone need poke really wake,0,0,0,0,0,0,1,0
done feel almost strange,0,0,0,0,0,0,1,0
feel overwhelmed peace knowing time go home peace god still plan peace not end peace not make sense peace not get away even want,0,0,0,0,0,0,1,0
feel exactly shocked u particular majority,0,0,0,0,0,0,1,0
never know talk people show always feel bit dazed so hope not think rude,0,0,0,0,0,0,1,0
witnessed moist eye loved one always feel texture fingerprint so lovingly impressed upon hearts,0,0,0,0,0,0,1,0
feel like constantly amazed hallie,0,0,0,0,0,0,1,0
know describe feeling past day completely amazed tension not even realize carrying around starting drain away,0,0,0,0,0,0,1,0
look forward hearing feel pretty amazed would take time busy day share thoughts,0,0,0,0,0,0,1,0
felt like million buck feeling somewhat dazed,0,0,0,0,0,0,1,0
not know whether common thing amongst peep just feel amazed actually open so much anybody,0,0,0,0,0,0,1,0
left feeling impressed art get see,0,0,0,0,0,0,1,0
needed walk anyway compensate lack mind calming yoga although feeling weird walking town yoga clothes poser,0,0,0,0,0,0,1,0
feel like sorta going weird mid life crisis sort thing,0,0,0,0,0,0,1,0
standing outside hotel evening waiting friend arr so could visit dinner began feel getting strange look passer,0,0,0,0,0,0,1,0
actually feel little dazed exposed,0,0,0,0,0,0,1,0
begin feeling weird vibration rear end,0,0,0,0,0,0,1,0
chose venison feeling curious though maybe little guilty picturing deer seen back estate,0,0,0,0,0,0,1,0
feeling going amazed,0,0,0,0,0,0,1,0
two week so went feeling like going zoo looking people amazed normal life go work reaching point would not believe guide story simple things like number lake,0,0,0,0,0,0,1,0
concern scheme feel must say impressed pr marketing campaign employed,0,0,0,0,0,0,1,0
looked upside body feeling little dazed disoriented,0,0,0,0,0,0,1,0
feel surprised blessed piddly little problem heard universe many spirits,0,0,0,0,0,0,1,0
feel like surprised not said jeannie,0,0,0,0,0,0,1,0
woke so enchanted one feeling nothing compare so make curious,0,0,0,0,0,0,1,0
convinced tina ride pharoahs fury not like make face feel funny,0,0,0,0,0,0,1,0
feel funny admitting aloud,0,0,0,0,0,0,1,0
feel like gave amazing feedback made noticeable technique improvement,0,0,0,0,0,0,1,0
swear feeling kind funny,0,0,0,0,0,0,1,0
believe baby boy think sometimes feel would shocked learn girl,0,0,0,0,0,0,1,0
feel like happens surprised stayed friend so not know worth even getting relationship,0,0,0,0,0,0,1,0
remember feeling amazed little eight hour day people spent actually working,0,0,0,0,0,0,1,0
love learning much always feel strange telling people things learned especially not cite heard,0,0,0,0,0,0,1,0
feeling bit shocked another couple know divorcing,0,0,0,0,0,0,1,0
drawing sit work something hour time painting wall work twelve hour feel amazing,0,0,0,0,0,0,1,0
so easily get sucked blog reading facebook lurking vortex time pull feel dazed oddly touch,0,0,0,0,0,0,1,0
feel stunned abandoned afraid despite loyal kinsman eustace jude cousin friend serve attendant leo also cousin friend although disowned aristocratic heritage,0,0,0,0,0,0,1,0
came away feeling energized writing promoting although surprised promo alley ignored people,0,0,0,0,0,0,1,0
